AC-16(02),Security and Privacy Attributes | Attribute Value Changes by Authorized Individuals,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,101,,3,,,,,,
AC-16(03),Security and Privacy Attributes | Maintenance of Attribute Associations by System,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,102,,3,,,,,,
AC-16(04),Security and Privacy Attributes | Association of Attributes by Authorized Individuals,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,103,,3,,,,,,
AC-16(05),Security and Privacy Attributes | Attribute Displays on Objects to Be Output,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,104,,3,,,,,,
AC-16(06),Security and Privacy Attributes | Maintenance of Attribute Association,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,105,,3,,,,,,
AC-16(07),Security and Privacy Attributes | Consistent Attribute Interpretation,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,106,,3,,,,,,
AC-16(08),Security and Privacy Attributes | Association Techniques and Technologies,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,107,,3,,,,,,
AC-16(09),Security and Privacy Attributes | Attribute Reassignment — Regrading Mechanisms,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,108,,3,,,,,,
AC-16(10),Security and Privacy Attributes | Attribute Configuration by Authorized Individuals,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,109,,3,,,,,,
AC-17,Remote Access,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,1,,1,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,20, 8.7 ,110,,0,,,,,,
AC-17(01),Remote Access | Monitoring and Control,1,,,,1,1,,1,1,,,1,,1,1,,1,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,10, 4.3 ,111,,2,,,,,,
AC-17(02),Remote Access | Protection of Confidentiality and Integrity Using Encryption,1,,,,1,1,,1,1,,,1,,1,1,,1,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,10, 4.3 ,112,,2,,,,,,
AC-17(03),Remote Access | Managed Access Control Points,1,,,,1,1,,1,1,,,,,1,1,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,9, 3.9 ,113,,2,,,,,,
AC-17(04),Remote Access | Privileged Commands and Access,1,,,,1,1,,1,1,,,1,,1,1,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,10, 4.3 ,114,,2,,,,,,
AC-17(05),[WITHDRAWN]: Access Control for Mobile Devices | Use of Portable Storage Devices with No Identifiable Owner,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,115,,3,,,,,,
AC-17(06),Remote Access | Protection of Mechanism Information,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,116,,3,,,,,,
AC-17(07),[WITHDRAWN]: Account Management | Shared and Group Account Credential Change,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,117,,3,,,,,,
AC-17(08),[WITHDRAWN]: Access Enforcement | Restricted Access to Privileged Functions,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,118,,3,,,,,,
AC-17(09),Remote Access | Disconnect or Disable Access,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,119,,3,,,,,,
AC-17(10),Remote Access | Authenticate Remote Commands,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,120,,3,,,,,,
AC-18,Wireless Access,1,,,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,,,,,1,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,18, 7.8 ,121,,0,,,,,,
AC-18(01),Wireless Access | Authentication and Encryption,1,,,,1,1,,1,1,,,1,,1,1,1,1,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,11, 4.8 ,122,,2,,,,,,
AC-18(02),[WITHDRAWN]: Access Enforcement | Protection of User and System Information,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,123,,3,,,,,,
AC-18(03),Wireless Access | Disable Wireless Networking,1,,,,1,1,,1,1,,,,,1,1,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,8, 3.5 ,124,,2,,,,,,
AC-18(04),Wireless Access | Restrict Configurations by Users,1,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,3, 1.3 ,125,,2,,,,,,
AC-18(05),Wireless Access | Antennas and Transmission Power Levels,1,,,,,1,,,1,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,4, 1.7 ,126,,2,,,,,,
AC-19,Access Control for Mobile Devices,1,,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,,,,1,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,18, 7.8 ,127,,0,,,,,,
AC-19(01),[WITHDRAWN]: Information Flow Enforcement | Information Transfers on Interconnected Systems,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,128,,3,,,,,,
AC-19(02),[WITHDRAWN]: Information Flow Enforcement | Security Attribute Binding,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,129,,3,,,,,,
AC-19(03),[WITHDRAWN]: Unsuccessful Logon Attempts | Automatic Account Lock,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,130,,3,,,,,,
AC-19(04),Access Control for Mobile Devices | Restrictions for Classified Information,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,131,,3,,,,,,
AC-19(05),Access Control for Mobile Devices | Full Device or Container-based Encryption,1,,,,1,1,,1,1,,,,,1,1,1,1,,,,,,,,1,,,1,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,10, 4.3 ,132,,2,,,,,,
AC-20,Use of External Systems,1,,,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,,,,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,18, 7.8 ,133,,0,,,,,,
AC-20(01),Use of External Systems | Limits on Authorized Use,1,,,,1,1,,1,1,,,1,,1,,1,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,10, 4.3 ,134,,2,,,,,,
AC-20(02),Use of External Systems | Portable Storage Devices — Restricted Use,1,,,,1,1,,1,1,,,,,1,1,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,9, 3.9 ,135,,2,,,,,,
AC-20(03),Use of External Systems | Non-organizationally Owned Systems — Restricted Use,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,136,,3,,,,,,
AC-20(04),Use of External Systems | Network Accessible Storage Devices — Prohibited Use,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,137,,3,,,,,,
AC-20(05),Use of External Systems | Portable Storage Devices — Prohibited Use,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,138,,3,,,,,,
AC-21,Information Sharing,1,,,,1,1,,1,1,,,,,1,1,,1,,1,1,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,11, 4.8 ,139,,2,,,,,,
AC-21(01),Information Sharing | Automated Decision Support,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,140,,3,,,,,,
AC-21(02),Information Sharing | Information Search and Retrieval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,141,,3,,,,,,
AC-22,Publicly Accessible Content,1,,,1,1,1,1,1,1,1,,,,1,1,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,12, 5.2 ,142,,0,,,,,,
AC-23,Data Mining Protection,1,,,,,,,,,,,,,1,1,,,,1,1,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,6, 2.6 ,143,,3,,,,,,
AC-24,Access Control Decisions,1,,,,,,,,,,,,,,,1,,1,1,1,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,6, 2.6 ,144,,3,,,,,,
AC-24(01),Access Control Decisions | Transmit Access Authorization Information,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,145,,3,,,,,,
AC-24(02),Access Control Decisions | No User or Process Identity,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,146,,3,,,,,,
AC-25,Reference Monitor,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,147,,3,,,,,,
AT-01,Policy and Procedures,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,19, 8.3 ,148,,0,,,,,,
AT-02,Literacy Training and Awareness,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,1,,1,1,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,21, 9.1 ,149,,0,,,,,,
AT-02(01),Literacy Training and Awareness | Practical Exercises,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4, 1.7 ,150,,3,,,,,,
AT-02(02),Literacy Training and Awareness | Insider Threat,1,,,1,1,1,1,1,1,1,,,,1,1,1,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,12, 5.2 ,151,,0,,,,,,
AT-02(03),Literacy Training and Awareness | Social Engineering and Mining,1,,,,1,1,,1,1,,,1,,,1,1,1,,,,,,,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,10, 4.3 ,152,,2,,,,,,
AT-02(04),Literacy Training and Awareness | Suspicious Communications and Anomalous System Behavior,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,153,,3,,,,,,
AT-02(05),Literacy Training and Awareness | Advanced Persistent Threat,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,154,,3,,,,,,
AT-02(06),Literacy Training and Awareness | Cyber Threat Environment,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,155,,3,,,,,,
AT-03,Role-based Training,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,1,,1,1,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,22, 9.6 ,156,,0,,,,,,
AT-03(01),Role-based Training | Environmental Controls,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,157,,3,,,,,,
AT-03(02),Role-based Training | Physical Security Controls,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,158,,3,,,,,,
AT-03(03),Role-based Training | Practical Exercises,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,159,,3,,,,,,
AT-03(04),[WITHDRAWN]: Role-based Training | Suspicious Communications and Anomalous System Behavior,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,160,,3,,,,,,
AT-03(05),Role-based Training | Processing Personally Identifiable Information,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,161,,3,,,,,,
AT-04,Training Records,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,14, 6.1 ,162,,0,,,,,,
AT-05,[WITHDRAWN]: Contacts with Security Groups and Associations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,163,,3,,,,,,
AT-06,Training Feedback,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,164,,3,,,,,,
AU-01,Policy and Procedures,1,,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,18, 7.8 ,165,,0,,,,,,
AU-02,Event Logging,1,,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,,,,,,,,,1,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,17, 7.4 ,166,,0,,,,,,
AU-02(01),[WITHDRAWN]: Non-repudiation | Digital Signatures,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,167,,3,,,,,,
AU-02(02),[WITHDRAWN]: Session Audit | Capture and Record Content,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,168,,3,,,,,,
AU-02(03),[WITHDRAWN]: Alternate Audit Logging Capability,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,169,,3,,,,,,
AU-02(04),[WITHDRAWN]: Event Logging | Compilation of Audit Records from Multiple Sources,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,170,,3,,,,,,
AU-03,Content of Audit Records,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,20, 8.7 ,171,,0,,,,,,
AU-03(01),Content of Audit Records | Additional Audit Information,1,,,,1,1,,1,1,,,1,,1,1,1,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,11, 4.8 ,172,,2,,,,,,
AU-03(02),[WITHDRAWN]: Event Logging | Selection of Audit Events by Component,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,173,,3,,,,,,
AU-03(03),Content of Audit Records | Limit Personally Identifiable Information Elements,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,174,,3,,,,,,
AU-04,Audit Log Storage Capacity,1,,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,,,,,,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,18, 7.8 ,175,,0,,,,,,
AU-04(01),Audit Log Storage Capacity | Transfer to Alternate Storage,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,176,,3,,,,,,
AU-05,Response to Audit Logging Process Failures,1,,,1,1,1,1,1,1,1,,1,,1,1,1,,,1,1,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,17, 7.4 ,177,,0,,,,,,
AU-05(01),Response to Audit Logging Process Failures | Storage Capacity Warning,1,,,,,1,,,1,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,5, 2.2 ,178,,2,,,,,,
AU-05(02),Response to Audit Logging Process Failures | Real-time Alerts,1,,,,,1,,,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,5, 2.2 ,179,,2,,,,,,
AU-05(03),Response to Audit Logging Process Failures | Configurable Traffic Volume Thresholds,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,180,,3,,,,,,
AU-05(04),Response to Audit Logging Process Failures | Shutdown on Failure,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,181,,3,,,,,,
AU-05(05),Response to Audit Logging Process Failures | Alternate Audit Logging Capability,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,182,,3,,,,,,
AU-06,"Audit Record Review, Analysis, and Reporting",1,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,,,1,1,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,20, 8.7 ,183,,0,,,,,,
AU-06(01),"Audit Record Review, Analysis, and Reporting | Automated Process Integration",1,,,,1,1,,1,1,,,1,,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,10, 4.3 ,184,,2,,,,,,
AU-06(02),[WITHDRAWN]: Event Logging | Reviews and Updates,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,185,,3,,,,,,
AU-06(03),"Audit Record Review, Analysis, and Reporting | Correlate Audit Record Repositories",1,,,,1,1,,1,1,,,,,1,1,1,1,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,11, 4.8 ,186,,2,,,,,,
AU-06(04),"Audit Record Review, Analysis, and Reporting | Central Review and Analysis",1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,187,,3,,,,,,
AU-06(05),"Audit Record Review, Analysis, and Reporting | Integrated Analysis of Audit Records",1,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,5, 2.2 ,188,,2,,,,,,
AU-06(06),"Audit Record Review, Analysis, and Reporting | Correlation with Physical Monitoring",1,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,5, 2.2 ,189,,2,,,,,,
AU-06(07),"Audit Record Review, Analysis, and Reporting | Permitted Actions",1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,190,,3,,,,,,
AU-06(08),"Audit Record Review, Analysis, and Reporting | Full Text Analysis of Privileged Commands",1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,191,,3,,,,,,
AU-06(09),"Audit Record Review, Analysis, and Reporting | Correlation with Information from Nontechnical Sources",1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,192,,3,,,,,,
AU-06(10),[WITHDRAWN]: Event Logging | Privileged Functions,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,193,,3,,,,,,
AU-07,Audit Record Reduction and Report Generation,1,,,,1,1,,1,1,,,,1,1,1,,1,,,,,,,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,11, 4.8 ,194,,2,,,,,,
AU-07(01),Audit Record Reduction and Report Generation | Automatic Processing,1,,,,1,1,,1,1,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,7, 3.0 ,195,,2,,,,,,
AU-07(02),[WITHDRAWN]: Content of Audit Records | Centralized Management of Planned Audit Record Content,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,196,,3,,,,,,
AU-08,Time Stamps,1,,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,17, 7.4 ,197,,0,,,,,,
AU-08(01),"[WITHDRAWN]: Audit Record Review, Analysis, and Reporting | Audit Level Adjustment",1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,198,,3,,,,,,
AU-08(02),"[WITHDRAWN]: Audit Record Review, Analysis, and Reporting | Automated Security Alerts",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,199,,3,,,,,,
AU-09,Protection of Audit Information,1,,,1,1,1,1,1,1,1,,1,,1,1,1,,1,1,1,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,18, 7.8 ,200,,0,,,,,,
AU-09(01),Protection of Audit Information | Hardware Write-once Media,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,201,,3,,,,,,
AU-09(02),Protection of Audit Information | Store on Separate Physical Systems or Components,1,,,,,1,,,1,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,6, 2.6 ,202,,2,,,,,,
AU-09(03),Protection of Audit Information | Cryptographic Protection,1,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,5, 2.2 ,203,,2,,,,,,
AU-09(04),Protection of Audit Information | Access by Subset of Privileged Users,1,,,,1,1,,1,1,,,,,1,1,1,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,10, 4.3 ,204,,2,,,,,,
AU-09(05),Protection of Audit Information | Dual Authorization,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,205,,3,,,,,,
AU-09(06),Protection of Audit Information | Read-only Access,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,206,,3,,,,,,
AU-09(07),Protection of Audit Information | Store on Component with Different Operating System,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,207,,3,,,,,,
AU-10,Non-repudiation,1,,,,,1,,,1,,,,,,,1,,,1,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,7, 3.0 ,208,,2,,,,,,
AU-10(01),Non-repudiation | Association of Identities,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,209,,3,,,,,,
